brutal_segment_id,recording,segment_in_recording,segment_filename,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,samples_per_segment
180,107_2b4_Ll_mc_AKGC417L.wav,5,107_2b4_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
181,107_2b4_Ll_mc_AKGC417L.wav,6,107_2b4_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
182,107_2b4_Ll_mc_AKGC417L.wav,7,107_2b4_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
183,107_2b4_Ll_mc_AKGC417L.wav,8,107_2b4_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
184,107_2b4_Lr_mc_AKGC417L.wav,1,107_2b4_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
185,107_2b4_Lr_mc_AKGC417L.wav,2,107_2b4_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
186,107_2b4_Lr_mc_AKGC417L.wav,3,107_2b4_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
187,107_2b4_Lr_mc_AKGC417L.wav,4,107_2b4_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
188,107_2b4_Lr_mc_AKGC417L.wav,5,107_2b4_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
189,107_2b4_Lr_mc_AKGC417L.wav,6,107_2b4_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
190,107_2b4_Lr_mc_AKGC417L.wav,7,107_2b4_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
191,107_2b4_Lr_mc_AKGC417L.wav,8,107_2b4_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
192,107_2b4_Pl_mc_AKGC417L.wav,1,107_2b4_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
193,107_2b4_Pl_mc_AKGC417L.wav,2,107_2b4_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
194,107_2b4_Pl_mc_AKGC417L.wav,3,107_2b4_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
195,107_2b4_Pl_mc_AKGC417L.wav,4,107_2b4_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
196,107_2b4_Pl_mc_AKGC417L.wav,5,107_2b4_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
197,107_2b4_Pl_mc_AKGC417L.wav,6,107_2b4_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
198,107_2b4_Pl_mc_AKGC417L.wav,7,107_2b4_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
199,107_2b4_Pl_mc_AKGC417L.wav,8,107_2b4_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
200,107_2b4_Pr_mc_AKGC417L.wav,1,107_2b4_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
201,107_2b4_Pr_mc_AKGC417L.wav,2,107_2b4_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
202,107_2b4_Pr_mc_AKGC417L.wav,3,107_2b4_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
203,107_2b4_Pr_mc_AKGC417L.wav,4,107_2b4_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
204,107_2b4_Pr_mc_AKGC417L.wav,5,107_2b4_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
205,107_2b4_Pr_mc_AKGC417L.wav,6,107_2b4_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
206,107_2b4_Pr_mc_AKGC417L.wav,7,107_2b4_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
207,107_2b4_Pr_mc_AKGC417L.wav,8,107_2b4_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
208,107_2b4_Tc_mc_AKGC417L.wav,1,107_2b4_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
209,107_2b4_Tc_mc_AKGC417L.wav,2,107_2b4_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
210,107_2b4_Tc_mc_AKGC417L.wav,3,107_2b4_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
211,107_2b4_Tc_mc_AKGC417L.wav,4,107_2b4_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
212,107_2b4_Tc_mc_AKGC417L.wav,5,107_2b4_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
213,107_2b4_Tc_mc_AKGC417L.wav,6,107_2b4_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
214,107_2b4_Tc_mc_AKGC417L.wav,7,107_2b4_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
215,107_2b4_Tc_mc_AKGC417L.wav,8,107_2b4_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
216,107_2b5_Al_mc_AKGC417L.wav,1,107_2b5_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
217,107_2b5_Al_mc_AKGC417L.wav,2,107_2b5_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
218,107_2b5_Al_mc_AKGC417L.wav,3,107_2b5_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
219,107_2b5_Al_mc_AKGC417L.wav,4,107_2b5_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
220,107_2b5_Al_mc_AKGC417L.wav,5,107_2b5_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
221,107_2b5_Al_mc_AKGC417L.wav,6,107_2b5_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
222,107_2b5_Al_mc_AKGC417L.wav,7,107_2b5_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
223,107_2b5_Al_mc_AKGC417L.wav,8,107_2b5_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
224,107_2b5_Ar_mc_AKGC417L.wav,1,107_2b5_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
225,107_2b5_Ar_mc_AKGC417L.wav,2,107_2b5_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
226,107_2b5_Ar_mc_AKGC417L.wav,3,107_2b5_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
227,107_2b5_Ar_mc_AKGC417L.wav,4,107_2b5_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
228,107_2b5_Ar_mc_AKGC417L.wav,5,107_2b5_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
229,107_2b5_Ar_mc_AKGC417L.wav,6,107_2b5_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
230,107_2b5_Ar_mc_AKGC417L.wav,7,107_2b5_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
231,107_2b5_Ar_mc_AKGC417L.wav,8,107_2b5_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
232,107_2b5_Ll_mc_AKGC417L.wav,1,107_2b5_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
233,107_2b5_Ll_mc_AKGC417L.wav,2,107_2b5_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
234,107_2b5_Ll_mc_AKGC417L.wav,3,107_2b5_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
235,107_2b5_Ll_mc_AKGC417L.wav,4,107_2b5_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
236,107_2b5_Ll_mc_AKGC417L.wav,5,107_2b5_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
237,107_2b5_Ll_mc_AKGC417L.wav,6,107_2b5_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
238,107_2b5_Ll_mc_AKGC417L.wav,7,107_2b5_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
239,107_2b5_Ll_mc_AKGC417L.wav,8,107_2b5_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
240,107_2b5_Lr_mc_AKGC417L.wav,1,107_2b5_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
241,107_2b5_Lr_mc_AKGC417L.wav,2,107_2b5_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
242,107_2b5_Lr_mc_AKGC417L.wav,3,107_2b5_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
243,107_2b5_Lr_mc_AKGC417L.wav,4,107_2b5_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
244,107_2b5_Lr_mc_AKGC417L.wav,5,107_2b5_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
245,107_2b5_Lr_mc_AKGC417L.wav,6,107_2b5_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
246,107_2b5_Lr_mc_AKGC417L.wav,7,107_2b5_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
247,107_2b5_Lr_mc_AKGC417L.wav,8,107_2b5_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
248,107_2b5_Pl_mc_AKGC417L.wav,1,107_2b5_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
249,107_2b5_Pl_mc_AKGC417L.wav,2,107_2b5_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
250,107_2b5_Pl_mc_AKGC417L.wav,3,107_2b5_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
251,107_2b5_Pl_mc_AKGC417L.wav,4,107_2b5_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
252,107_2b5_Pl_mc_AKGC417L.wav,5,107_2b5_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
253,107_2b5_Pl_mc_AKGC417L.wav,6,107_2b5_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
254,107_2b5_Pl_mc_AKGC417L.wav,7,107_2b5_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
255,107_2b5_Pl_mc_AKGC417L.wav,8,107_2b5_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
256,107_2b5_Pr_mc_AKGC417L.wav,1,107_2b5_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
257,107_2b5_Pr_mc_AKGC417L.wav,2,107_2b5_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
258,107_2b5_Pr_mc_AKGC417L.wav,3,107_2b5_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
259,107_2b5_Pr_mc_AKGC417L.wav,4,107_2b5_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
260,107_2b5_Pr_mc_AKGC417L.wav,5,107_2b5_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
261,107_2b5_Pr_mc_AKGC417L.wav,6,107_2b5_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
262,107_2b5_Pr_mc_AKGC417L.wav,7,107_2b5_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
263,107_2b5_Pr_mc_AKGC417L.wav,8,107_2b5_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
264,107_2b5_Tc_mc_AKGC417L.wav,1,107_2b5_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
265,107_2b5_Tc_mc_AKGC417L.wav,2,107_2b5_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
266,107_2b5_Tc_mc_AKGC417L.wav,3,107_2b5_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
267,107_2b5_Tc_mc_AKGC417L.wav,4,107_2b5_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
268,107_2b5_Tc_mc_AKGC417L.wav,5,107_2b5_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
269,107_2b5_Tc_mc_AKGC417L.wav,6,107_2b5_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
270,107_2b5_Tc_mc_AKGC417L.wav,7,107_2b5_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
271,107_2b5_Tc_mc_AKGC417L.wav,8,107_2b5_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
272,107_3p2_Al_mc_AKGC417L.wav,1,107_3p2_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
273,107_3p2_Al_mc_AKGC417L.wav,2,107_3p2_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
274,107_3p2_Al_mc_AKGC417L.wav,3,107_3p2_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
275,107_3p2_Al_mc_AKGC417L.wav,4,107_3p2_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
276,107_3p2_Al_mc_AKGC417L.wav,5,107_3p2_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
277,107_3p2_Al_mc_AKGC417L.wav,6,107_3p2_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
278,107_3p2_Al_mc_AKGC417L.wav,7,107_3p2_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
279,107_3p2_Al_mc_AKGC417L.wav,8,107_3p2_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
280,107_3p2_Ar_mc_AKGC417L.wav,1,107_3p2_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
281,107_3p2_Ar_mc_AKGC417L.wav,2,107_3p2_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
282,107_3p2_Ar_mc_AKGC417L.wav,3,107_3p2_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
283,107_3p2_Ar_mc_AKGC417L.wav,4,107_3p2_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
284,107_3p2_Ar_mc_AKGC417L.wav,5,107_3p2_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
285,107_3p2_Ar_mc_AKGC417L.wav,6,107_3p2_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
286,107_3p2_Ar_mc_AKGC417L.wav,7,107_3p2_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
287,107_3p2_Ar_mc_AKGC417L.wav,8,107_3p2_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
288,107_3p2_Ll_mc_AKGC417L.wav,1,107_3p2_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
289,107_3p2_Ll_mc_AKGC417L.wav,2,107_3p2_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
290,107_3p2_Ll_mc_AKGC417L.wav,3,107_3p2_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
291,107_3p2_Ll_mc_AKGC417L.wav,4,107_3p2_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
292,107_3p2_Ll_mc_AKGC417L.wav,5,107_3p2_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
293,107_3p2_Ll_mc_AKGC417L.wav,6,107_3p2_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
294,107_3p2_Ll_mc_AKGC417L.wav,7,107_3p2_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
295,107_3p2_Ll_mc_AKGC417L.wav,8,107_3p2_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
296,107_3p2_Lr_mc_AKGC417L.wav,1,107_3p2_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
297,107_3p2_Lr_mc_AKGC417L.wav,2,107_3p2_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
298,107_3p2_Lr_mc_AKGC417L.wav,3,107_3p2_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
299,107_3p2_Lr_mc_AKGC417L.wav,4,107_3p2_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
300,107_3p2_Lr_mc_AKGC417L.wav,5,107_3p2_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
301,107_3p2_Lr_mc_AKGC417L.wav,6,107_3p2_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
302,107_3p2_Lr_mc_AKGC417L.wav,7,107_3p2_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
303,107_3p2_Lr_mc_AKGC417L.wav,8,107_3p2_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
304,107_3p2_Pl_mc_AKGC417L.wav,1,107_3p2_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
305,107_3p2_Pl_mc_AKGC417L.wav,2,107_3p2_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
306,107_3p2_Pl_mc_AKGC417L.wav,3,107_3p2_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
307,107_3p2_Pl_mc_AKGC417L.wav,4,107_3p2_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
308,107_3p2_Pl_mc_AKGC417L.wav,5,107_3p2_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
309,107_3p2_Pl_mc_AKGC417L.wav,6,107_3p2_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
310,107_3p2_Pl_mc_AKGC417L.wav,7,107_3p2_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
311,107_3p2_Pl_mc_AKGC417L.wav,8,107_3p2_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
312,107_3p2_Pr_mc_AKGC417L.wav,1,107_3p2_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
313,107_3p2_Pr_mc_AKGC417L.wav,2,107_3p2_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
314,107_3p2_Pr_mc_AKGC417L.wav,3,107_3p2_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
315,107_3p2_Pr_mc_AKGC417L.wav,4,107_3p2_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
316,107_3p2_Pr_mc_AKGC417L.wav,5,107_3p2_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
317,107_3p2_Pr_mc_AKGC417L.wav,6,107_3p2_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
318,107_3p2_Pr_mc_AKGC417L.wav,7,107_3p2_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
319,107_3p2_Pr_mc_AKGC417L.wav,8,107_3p2_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
320,107_3p2_Tc_mc_AKGC417L.wav,1,107_3p2_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
321,107_3p2_Tc_mc_AKGC417L.wav,2,107_3p2_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
322,107_3p2_Tc_mc_AKGC417L.wav,3,107_3p2_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
323,107_3p2_Tc_mc_AKGC417L.wav,4,107_3p2_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
324,107_3p2_Tc_mc_AKGC417L.wav,5,107_3p2_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
325,107_3p2_Tc_mc_AKGC417L.wav,6,107_3p2_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
326,107_3p2_Tc_mc_AKGC417L.wav,7,107_3p2_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
327,107_3p2_Tc_mc_AKGC417L.wav,8,107_3p2_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
328,108_1b1_Al_sc_Meditron.wav,1,108_1b1_Al_sc_Meditron_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
329,108_1b1_Al_sc_Meditron.wav,2,108_1b1_Al_sc_Meditron_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
330,108_1b1_Al_sc_Meditron.wav,3,108_1b1_Al_sc_Meditron_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
331,108_1b1_Al_sc_Meditron.wav,4,108_1b1_Al_sc_Meditron_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
332,108_1b1_Al_sc_Meditron.wav,5,108_1b1_Al_sc_Meditron_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
333,108_1b1_Al_sc_Meditron.wav,6,108_1b1_Al_sc_Meditron_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
334,108_1b1_Al_sc_Meditron.wav,7,108_1b1_Al_sc_Meditron_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
335,108_1b1_Al_sc_Meditron.wav,8,108_1b1_Al_sc_Meditron_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
336,109_1b1_Al_sc_Litt3200.wav,1,109_1b1_Al_sc_Litt3200_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
337,109_1b1_Al_sc_Litt3200.wav,2,109_1b1_Al_sc_Litt3200_seg_2.wav,10000,20000,2.5,5.0,2.5,4000,10000
338,109_1b1_Al_sc_Litt3200.wav,3,109_1b1_Al_sc_Litt3200_seg_3.wav,20000,30000,5.0,7.5,2.5,4000,10000
339,109_1b1_Al_sc_Litt3200.wav,4,109_1b1_Al_sc_Litt3200_seg_4.wav,30000,40000,7.5,10.0,2.5,4000,10000
340,109_1b1_Al_sc_Litt3200.wav,5,109_1b1_Al_sc_Litt3200_seg_5.wav,40000,50000,10.0,12.5,2.5,4000,10000
341,109_1b1_Al_sc_Litt3200.wav,6,109_1b1_Al_sc_Litt3200_seg_6.wav,50000,60000,12.5,15.0,2.5,4000,10000
342,109_1b1_Al_sc_Litt3200.wav,7,109_1b1_Al_sc_Litt3200_seg_7.wav,60000,70000,15.0,17.5,2.5,4000,10000
343,109_1b1_Al_sc_Litt3200.wav,8,109_1b1_Al_sc_Litt3200_seg_8.wav,70000,80000,17.5,20.0,2.5,4000,10000
344,109_1b1_Ar_sc_Litt3200.wav,1,109_1b1_Ar_sc_Litt3200_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
345,109_1b1_Ar_sc_Litt3200.wav,2,109_1b1_Ar_sc_Litt3200_seg_2.wav,10000,20000,2.5,5.0,2.5,4000,10000
346,109_1b1_Ar_sc_Litt3200.wav,3,109_1b1_Ar_sc_Litt3200_seg_3.wav,20000,30000,5.0,7.5,2.5,4000,10000
347,109_1b1_Ar_sc_Litt3200.wav,4,109_1b1_Ar_sc_Litt3200_seg_4.wav,30000,40000,7.5,10.0,2.5,4000,10000
348,109_1b1_Ar_sc_Litt3200.wav,5,109_1b1_Ar_sc_Litt3200_seg_5.wav,40000,50000,10.0,12.5,2.5,4000,10000
349,109_1b1_Ar_sc_Litt3200.wav,6,109_1b1_Ar_sc_Litt3200_seg_6.wav,50000,60000,12.5,15.0,2.5,4000,10000
350,109_1b1_Ar_sc_Litt3200.wav,7,109_1b1_Ar_sc_Litt3200_seg_7.wav,60000,70000,15.0,17.5,2.5,4000,10000
351,109_1b1_Ll_sc_Litt3200.wav,1,109_1b1_Ll_sc_Litt3200_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
352,109_1b1_Ll_sc_Litt3200.wav,2,109_1b1_Ll_sc_Litt3200_seg_2.wav,10000,20000,2.5,5.0,2.5,4000,10000
353,109_1b1_Ll_sc_Litt3200.wav,3,109_1b1_Ll_sc_Litt3200_seg_3.wav,20000,30000,5.0,7.5,2.5,4000,10000
354,109_1b1_Ll_sc_Litt3200.wav,4,109_1b1_Ll_sc_Litt3200_seg_4.wav,30000,40000,7.5,10.0,2.5,4000,10000
355,109_1b1_Ll_sc_Litt3200.wav,5,109_1b1_Ll_sc_Litt3200_seg_5.wav,40000,50000,10.0,12.5,2.5,4000,10000
356,109_1b1_Ll_sc_Litt3200.wav,6,109_1b1_Ll_sc_Litt3200_seg_6.wav,50000,60000,12.5,15.0,2.5,4000,10000
357,109_1b1_Lr_sc_Litt3200.wav,1,109_1b1_Lr_sc_Litt3200_seg_1.wav,0,10000,0.0,2.5,2.5,4000,10000
